text,airline_sentiment
"['sandra', 'ur', 'international', 'checking', 'counter', 'rude', 'offensive', 'commented', 'care', 'complained', 'cup', '25yrs']",negative
"['contact', 'stuff', 'bag', 'legally', 'blind', 'messed']",negative
"['mention', 'plane', 'luggage', 'luggage', 'going', 'many', 'day']",negative
"['3', 'time', 'called', 'customer', 'service', 'least', '40', 'min', 'time', 'cut', 'operator', 'can', 'not', 'call', 'back']",negative
"['tell', 'least', 'going', 'cover', 'room', 'get']",negative
"['omg', 'bumped', 'last', 'flight', 'get', 'worse']",negative
"['speaks', 'basically', 'worst', 'designed', 'web', 'system', 'ever']",negative
"['yeah', 'tried', '10', 'time', 'two', 'different', 'ticket', 'told', 'try', 'late', 'flight']",negative
"['please', 'fire', 'captain', 'flight', '6232', 'today', 'single', 'handedly', 'ruined', 'every', 'passenger', 'day', 'piece', 'shit', 'unitedsucks']",negative
['blow'],neutral
"['exactly', 'hang', 'hook']",negative
"['flight', 'cancelled', 'lighted', '4', 'hr', 'airport', 'book', 'new', 'one', '95', 'got', 'two', 'voice', 'flight', 'approx', '300', 'really']",negative
"['hire', 'po', 'pilot', 'thanks', 'ruining', 'trip', 'allowing', 'see', 'buddy', 'turn', '30', 'unitedsucksdick']",negative
"['airline', 'rated', 'worst', 'america', 'got', 'work', 'cut', 'bc', 'treat', 'customer', 'like', 'garbage']",negative
"['best', 'way', 'get', 'ticket', 'print', 'home', 'go', 'check', 'desk']",neutral
"['pay', 'hotel', 'broke', 'student', 'help']",negative
"['4', 'u', 'standby', 'houston', 'tomorrow', 'flight', 'calgary', 'could', 'get', 'u', 'one', 'two', 'would', 'help']",negative
"['nightmare', 'side', 'flight', 'disaster', 'houston', 'getting', 'attitude', 'cup', 'sent', 'ticket', 'counter']",negative
['terrible'],negative
"['eventually', 'explained', 'weather', 'condition', 'extreme', 'get', 'luggage', 'plane', 'sent', 'day']",negative
"['anyone', 'read', 'dm']",negative
"['732', 'denver', 'boarded', 'finger', 'crossed', 'get', 'air']",positive
"['er', 'co', 'made', 'unplanned', 'landing', 'pressurization', 'failure', 'worst', 'pain', 'ever', 'felt', 'thought', 'going', 'pas']",negative
"['make', 'flight', 'takeoff', 'time', 'regardless', 'make', 'late', 'flight', 'wait', 'bag', 'baggage', 'claim']",negative
"['3', 'hour', 'point', 'let', 'people', 'plane']",negative
"['trying', 'get', 'customer', 'service', 'agent', 'landed', 'sfo', 'can', 'not', 'fly', '3', 'layer', '3', 'kid']",negative
"['early', 'morning', 'flight', 'hnl', 'anywhere', 'continental', 'u', 'example', 'monday', '420', 'need', 'flight', 'phl']",neutral
"['note', 'gave', 'maybe', 'deliver']",negative
"['thanks', 'upgrade', 'please', 'try', 'get', 'company', 'approve', 'business', 'class', 'travel']",positive
"['delay', 'c', 'help', 'notification']",negative
['waiting'],negative
"['hoping', 'spare', 'ac', '1171', 'tomorrow', 'ship', 'board', 'sched', 'aircraft', 'delayed', 'previous', 'fit']",negative
"['hobby', 'made', 'skin', 'teeth', 'happy', 'face', 'smiley']",positive
"['incompetence', 'truly', 'stunning', 'point', '4', 'hour', 'plane', '175', 'hour', 'nonstop', 'flight']",negative
"['1st', 'delay', 'flight', 'mechanical', 'failurethen', '2', 'hr', 'runway', 'amp', '13', 'hr', 'late', 'flight', 'still', 'lost', 'bag', 'amp', 'resolution']",negative
['worst'],negative
"['still', 'waiting']",negative
"['thanks', 'reply', 'clarify', 'airdate', 'similar', 'likely', 'intended', 'peer', 'group', '3', 'beer', 'charge', 'however']",negative
"['lie', 'liesstill', 'sitting', 'gate', 'moved', 'inch']",negative
"['requested', 'upgrade', 'er', 'bom', 'flight', 'end', 'may', 'mile', 'copy', 'know', 'upgraded']",neutral
"['amp', 'finally', 'told', 'couldnt', 'use', 'front', 'plane', 'rest', 'row7', 'though', 'myselfothers', 'row', 'behind', 'used', 'no', 'issue']",negative
"['customerservice', 'could', 'worse', 'get', 'bad', 'weather', 'awful']",negative
"['plan', 'restarting', 'nonstop', 'service', 'id', 'south', 'florida', 'miss', 'flight', 'all']",neutral
"['instead', 'told', 'board', 'wait', 'email', 'telling', 'u', 'delay']",negative
"['additionally', 'husband', 'paid', 'tv', 'service', 'amp', 'stopped', 'working', 'halfway', 'flight']",negative
['following'],neutral
"['unfortunately', 'didnt', 'asked', 'staff', 'could', 'help', 'said', 'ask', 'ppl', 'row', 'switch', 'one', 'would']",negative
"['please', 'update', 'going', 'happen', 'passenger', 'flt', 'ua14', 'cancelled', 'lighted']",neutral
"['baggage', 'person', 'told', 'go', 'handling', 'connecting', 'flight']",negative
"['sent', 'pm', 'two', 'week', 'ago', 'heard', 'nothing', 'horribleservice', 'unitedsucks']",negative
"['well', 'degree', 'could', 'know', 'experience', 'cancelled', 'fighting', 'mile', 'card', 'thank', 'god']",negative
"['thank', 'excited', 'working', 'guy']",positive
"['could', 'really', 'use', 'help', 'getting', 'bag', 'id', 'headed', 'you', 'going', 'you']",neutral
"['appears', 'six', 'flight', 'calgary', 'tomorrow', 'correct']",neutral
"['yet', 'still', 'left', 'yet', 'can', 'not', 'watch', 'prepaid', 'director', 'firstworldproblems']",negative
"['yr', 'team', 'hold', 'hour', 'unhelpful', 'pls', 'answer', 'question']",negative
"['let', 'u', 'know', 'find', 'everyone', 'luggage', 'thanks', 'unitedairlines']",negative
"['serve', 'peanutsnuts', 'yr', 'flight', 'yr', 'policy', 'r', 'confusing', 'contradictory', 'advice', 'pls', 'help', 'anaphylaxiswill', 'ask', '2', 'refrain']",neutral
"['another', 'airport', 'closer', 'calgary', 'fly', 'tomorrow']",neutral
"['note', 'ua', '174', 'supposed', 'leave', '647', 'still', 'gate', 'apparently', 'pull', 'back', 'device']",negative
"['still', 'bag', 'lt', 'airport', 'originally', 'told', 'would', '2pm']",negative
"['yes', 'hour', 'landing']",neutral
"['tested', 'say', 'flight', 'delayed', 'due', 'air', 'traffic', 'control', 'b', 'pulled', 'plane', 'late', 'flight', 'lie']",negative
"['6', 'minute', 'boarding', 'b12', 'ord', 'sign', 'gate', 'agent', 'little', 'help']",negative
"['flight', '1220', 'right']",neutral
"['help', 'get', 'flight', 'tonight', 'houstonjust', 'want', 'stuck', 'till', 'monday', 'bad', 'weather', 'moving']",neutral
"['website', 'say', 'flight', 'time', 'leaf', '15', 'min', 'nobody', 'boarded', 'yet', 'pathetic', 'needtobehonest']",negative
"['air', 'another', 'missed', 'cnn', '2day', 'atc', 'went', 'strike', 'belize', 'family', 'amp', 'miss', 'cnn', 'er', 'please', 'see', 'dm']",negative
"['airline', 'cancelled', 'lighted', 'flight', 'tomorrow', 'new', 'york', 'city', 'area']",negative
"['hoping', 'get', 'earlier', '223', 'phone', 'option', 'assistance', 'hotel']",neutral
"['pay', 'hotel', 'room', 'cleveland', 'last', 'minute', 'cancelled', 'lighted', 'connecting', 'flight', 'booked', 'unitedunimpressed']",negative
"['ua3782', 'cancelled', 'lighted', 'waiting', 'customer', 'service']",negative
"['ua1069', 'today', 'left', 'sunglass', 'seat', '26f', 'please', 'help', 'get', 'back', 'unitedairlines']",neutral
"['flight', 'delayed', 'another', 'hour', '24', 'min', 'transit', 'lax', 'extremely', 'unlikely', 'make']",negative
"['4595', 'going', 'back', 'gate', 'bc', 'something', 'overheating', 'sitting', '3', 'hourslove', 'united', 'stick']",negative
"['congratulation', 'united', 'fail', 'sky', 'gate', 'plane', 'full', 'people', 'waiting', '2', 'weather', 'get', 'worse', 'can', 'not', 'leave']",negative
"['thank', 'leaving', 'bag', 'houston', 'despite', 'system', 'say', 'definitely', 'flight']",negative
"['come', '27', 'shuttle', 'bus', 'lga', 'er', 'electrical', 'power', 'outlet', 'new', 'airbus', 'interior', 'whyjeff']",negative
"['reply', 'good', 'check', 'outlet', 'preflight', 'moved', 'different', 'equipment', 'boarding', 'due', 'malfunction']",negative
"['15hr', 'flight', 'broken', 'dreamliner', 'medium', 'system', 'witness', 'mental', 'breakdown', 'bounce', 'wall', 'remind', '1k']",negative
"['revoked', 'thru', 'san', 'francisco', 'airport', 'arrive', '9', 'hour', 'late', 'flight', 'miss', 'activity', 'asked', 'fly', 'today', 'stop', 'told', 'would', 'pay']",negative
['never'],negative
"['tonight', 'made', 'fred', 'flintstone', 'happy', 'upgrade', '1st', 'class']",positive
"['need', 'contact', 'regarding', 'complaint', 'get', 'voucher', 'fund', 'future', 'travel', 'united']",neutral
"['trying', 'strand', 'u', 'houston', 'tomorrow', 'morning', 'pretty', 'sure', 'oversight', 'booking', 'problem', 'maintenance', 'fault']",negative
"['costume', 'service', 'today', 'providence', 'airport', 'sucked', 'recommend', 'airline', 'learn', 'check', 'weather', 'honest']",negative
"['fire', 'yr', 'rep', 'refused', 'put', 'flight', 'boarding', 'pas', 'seat', 'full', 'explanation', 'name', 'complaint']",negative
"['great', 'pls', 'let', 'know', 'start']",positive
['mfa'],neutral
"['god', 'damn', 'fucking', 'crew', 'till', '640', 'known', 'hour', 'half', 'flight', 'time', 'bullshit']",negative
"['really', 'culture', 'problem', 'everyone', 'tried', 'work', 'blamed', 'someone', 'else', 'told', 'short', 'staffed']",negative
['suck'],negative
"['understand', 'another', 'plane', 'available', 'full', 'day', 'till', 'departure', 'unacceptable', 'phoenix']",negative
"['honestly', 'ruining', 'fucking', 'life', 'right', 'never']",negative
"['flight', 'cancelled', 'lighted', 'bl', 'stranded', 'waiting', 'almost', '2hrs', 'customer', 'service', 'shout', 'diligent', 'agent']",negative
"['crew', 'ua748']",neutral
"['thanks', 'sure', 'arranged', 'move', 'earlier', 'flight', 'gate', 'seat', 'assignment', 'super', 'nice', 'agent', 'gate', 'c4', 'ord']",positive
"['quality', 'work', 'going']",negative
"['customer', 'service', 'rep', 'could', 'confirm', 'bag', 'amp', 'gave', 'different', 'info', 'ruined', '2', 'event', 'today', 'disappointed']",negative
"['let', 'know', 'help', 'million', 'customer', 'treated', 'like', 'garbage', 'coincidence', 'ur', 'ranked', 'worst', 'airline']",negative
"['yes', 'landing', '930pm', 'last', 'night', 'spoke', '10', 'baggage', 'claim', 'customer', 'service', 'rep', 'finally', 'spoke', 'one', 'amazing', 'ticket', 'agent']",negative
"['charging', '6500', 'biz', 'flight', 'uk', 'somewhat', 'egregious', 'charging', '3', 'top', 'sam', 'adam', 'draft', 'united', 'club', 'serious']",negative
"['see', 'thanks', 'explaining']",positive
"['social', 'listening', 'capability', 'awful', 'reply', 'context', 'mentioned']",negative
"['follow', 'dm', 'phone', 'call']",negative
"['hour', 'wait', 'issue', 'resolved', 'contact', 'customer', 'service', 'comment', 'wait', 'time', 'thanks', 'contacting']",positive
"['yes', 'must', 'fixed', 'broken', 'ramp', 'thanks']",positive
"['flight1750', 'basically', 'prison', 'runway', 'san', 'francisco', 'airport', '6delays', '4hrs', 'sitting', 'water', 'answer', 'reminded', 'hate', 'airline']",negative
"['hey', 'missed', 'outbound', 'flight', 'still', 'use', 'return', 'ticket']",neutral
"['say', 'final', 'carrier', 'u', 'air', 'doesnt', 'want', 'bag', 'claim', 'im', 'sorry', 'want', 'clothes']",negative
"['seriously', '24', 'hr', 'get', 'bag', 'id', 'intl', 'area', 'carousel', '2', 'cost', 'cancelled', 'lighted', 'connects', 'understand', 'troop', 'ridiculous']",negative
"['terrible', 'flight', 'experience', 'happening', 'everyone', 'right', 'flight1750', '6', 'delay', '4', 'hr', 'total', 'missed', 'flight', 'thx']",negative
"['one', 'bag', 'claim', '4016688561', 'want', 'mga']",negative
"['failed', 'uncontrollable', 'today', 'beyond', 'repair', 'beyond', 'lived', 'absolute', 'disregard', 'operation']",negative
"['oral', 'dragon', 'book', 'dragon', 'ali', 'woven', 'murdering', 'way', 'philippine', 'australia']",neutral
"['friend', 'traveled', 'via', 'ua1470', 'today', 'never', 'got', 'luggage', 'recourse', 'person', 'buy', 'clothes', 'get', 'reimbursed']",negative
"['keep', 'getting', 'kicked', 'error', 'message', 'trying', 'purchase', 'flight', 'tried', 'least', '4x']",negative
"['way', 'get', 'message', 'international', 'flight', 'gate', 'er', 'road', 'condition', 'horrible', 'trying', 'get', 'flight']",neutral
"['hello', 'world', 'record', 'attempt', 'amount', 'ball', 'point', 'pen', 'collection', 'please', 'could', 'help', 'pen']",neutral
"['culture', 'issue']",negative
"['rep', 'would', 'ebook', 'waste', 'time', 'poor', 'communication']",negative
"['flight', 'late', 'flight', 'due', 'mechanical', 'issue', '3', '4', 'flight', 'past', '10', 'day']",negative
"['employee', 'almost', 'seem', 'happy', 'delivery', 'terrible', 'customer', 'service']",negative
"['get', 'service', 'desk', 'id']",neutral
"['2015', 'flight', 'major', 'city', 'already', 'cancelled', 'lighted', '24', 'hour', 'departure', 'due', 'weather', 'backup', 'plane']",negative
"['kurt', 'crew', 'ua1745', 'amazing', 'today', 'made', 'son', 'birthday', 'kindness', 'hope', 'fly', 'soon']",positive
"['hold', 'phone', 'well', 'half', 'hour', 'waiting', 'make', 'reservation', 'change', 'wanted', 'make', 'online', 'help']",negative
"['22', 'instead', 'wait', 'plane', 'ottawa', 'never', 'came', 'back', 'home', 'try', 'tomorrow', 'suitcase', 'still', 'lost']",negative
"['glad', 'solve', 'pro', 'experience', 'remains', 'fly', 'united']",negative
"['cancelled', 'lighted', 'flight', 'id', 'jax', 'supposed', 'use', 'plane', 'bna', 'used', 'plane', 'another', 'destination', 'instead', '12']",negative
"['appreciate', 'early', 'arrival', 'ua1002', 'chance', 'ord', 'ever', 'bring', 'bag']",negative
"['possible', 'make', 'ticket', 'change', 'via', 'twitter', 'traveling', 'internationally', 'can', 'not', 'make', 'call', 'thanks', 'advance']",neutral
"['broken', 'luggage', 'mild', 'case', 'food', 'poisoning', 'ua5', 'mariah', 'email']",negative
"['filled', 'hope', 'someone', 'responds', 'book', 'next', 'trip']",negative
"['friend', 'sitting', 'houston', 'since', '7am', 'flight', 'cancelled', 'flightedstill', 'answer', 'badcustomerservice', '10voucherwhatajoke']",negative
"['meant', 'changed', 'plane', 'hate', 'seating', 'wing', 'wanted', 'would', 'booked', 'get', 'formal', 'complaint']",negative
"['give', 'email', 'address', 'send', 'actually', 'screen', 'shot']",neutral
"['guy', 'changed', 'age', 'double', 'booked', 'seat', 'even', 'though', 'platinum', 'person', 'none']",negative
"['also', 'checked', 'email', 'file', 'correct']",neutral
"['havent', 'havent', 'time', 'amp', 'checked', 'spamjunk', 'mail', 'casenothing']",negative
"['sloppy', 'stuff', 'see', 'anymore', 'united', 'raised', 'expectation', 'team', 'poor']",negative
"['long', 'take', 'get', 'response', 'customer', 'service', 'complaint', 'done', 'email']",negative
"['bag', 'tagging', 'led', 'many', 'people', 'backing', 'aisle', 'front', 'bag']",negative
"['cabin', 'crew', 'huge', 'offender', 'stood', 'conversational', 'cluster', 'blocking', 'exiting', 'passenger']",negative
"['allowing', 'passenger', 'flight', 'block', 'exit', 'plane']",negative
['wheelchair'],negative
"['commitment', 'good', 'turnaround', 'operation', 'mgr', 'would', 'counted', 'dozen', 'small', 'issue', 'individual', 'performance']",negative
"['nightmare', 'continues']",negative
"['team', 'added', '30', 'min', 'turnaround']",negative
"['million', 'mile', 'ua', 'flying', 'almost', 'every', 'week', 'observe', 'gate', 'flight', 'crew', 'committed', 'good', 'operation']",positive
"['call', 'wait', 'time', '20', 'minute', 'airport', 'wait', 'time', 'longer']",negative
['thanks'],positive
"['yes', 'waiting', 'four', 'hour', 'one', 'able', 'help']",negative
"['thank', 'compensating', 'u', '4', 'lost', 'bag', 'fly', 'unitedairlines']",positive
"['sitting', 'runway', '2', 'hour', 'ridiculous']",negative
"['service', 'pretty', 'much', 'ruined', 'day', 'thanks', 'weak', 'attempt']",negative
"['forgot', 'tell', 'flight', 'coming', 'thanks', 'allowing', 'miss', 'connection']",negative
"['deodorant', 'shampoo', 'toothpaste', 'seems', 'like', 'would', 'limited', '70oz', 'correct']",negative
"['forced', 'check', 'rollaboard', 'ua', '715', 'plenty', 'room', 'overhead', 'next', 'seat']",negative
"['please', 'take', 'membership', 'away', 'brown', 'sad', 'angry', 'posting']",negative
"['please', 'get', 'economy', 'plus', 'seat', 'awful', 'day', '2', 'cancelled', 'lighted', 'flight', 'lot', 'planning']",negative
"['stranded', 'weather', 'blame', '1hr', 'hold', 'speak', 'agent', 'understand', 'concept', 'time', 'zone', 'thanks']",negative
"['yyyy', 'yay', 'prom']",neutral
"['system', 'gave', 'seat', 'awaynow', '27l', 'economy', 'econ', 'seat', 'give', 'plus', 'seat', 'away']",negative
"['asked', 'boyfriend', 'prom', 'loudspeaker', 'flight', '494', 'said', 'yes', 'best', 'day', 'ever', 'thank', 'much']",positive
"['refused', 'twice', 'case', 'id', 'number', 'assigned', 'tried', 'against', 'screen', 'say', 'thank', 'submitting', 'request']",negative
"['please', 'moved', 'seat', 'lost', 'upgrade', 'seat', '20l', 'ticket', 'hand', '20l']",negative
['appreciated'],positive
"['hmmmseems', 'like', 'could', 'something', 'changed', 'flyerfriendly']",positive
"['problem', 'follow', 'back', 'thank']",positive
"['help', 'appreciated', 'long', 'wait', 'help', 'something', 'fault']",negative
"['husband', 'supposed', 'fly', 'rd', 'id', 'id', 'fra', 'leaving', '2', 'hour', 'cancelled', 'lighted', 'flight', '1hr', 'wait', 'phone']",negative
"['probably', 'least', 'satisfactory', 'airline', 'ever', 'never', 'fails', 'disappoint']",negative
"['flight', 'amazing', 'best', 'flight', 'ever', 'kidding', 'service', 'incredible']",positive
"['sure', 'call', 'customer', 'care', 'customer', 'care']",negative
"['charge', 'making', 'decision', 'cancelled', 'fighting', 'flight', 'ua1150', 'unacceptable', 'belize', 'right']",negative
"['fly', 'normally', 'happen', 'let', 'flyer', 'provide', 'feedback', 'thank']",negative
"['upgrade', 'first', 'class', 'nice', 'way', 'fix', 'earlier', 'mistake', 'thank']",positive
"['flowing', 'snow', 'gate', 'plane', 'arrives', 'sit', '45', 'minute', '8', 'hr', 'flight', 'fail']",negative
"['saturday', 'morning', 'man', 'dy', 'ebola']",neutral
"['honda', 'c', 'atlanta', 'airport', 'redeemed', 'guy', 'got', 'u', 'straightened']",positive
"['ok', 'done', 'experience', 'family', 'terrible', 'experience', '1200', 'kind', 'like', 'robbedexplain']",negative
"['great', 'job', 'losing', 'one', 'six', 'bag', 'direct', 'flight', 'know', 'manage']",negative
"['worst', 'customer', 'service', 'denver']",negative
"['ruined', 'day', 'amp', 'start', 'trip', 'san', 'francisco', 'airport', 'gig', 'leg', 'changed', 'lost', 'paid', 'upgrade', 'amp', '200', '1st', 'class', 'seat', 'amp', 'moved', 'econ', 'econ']",negative
"['allowed', 'allowed', 'carried', 'checked', 'baggage']",neutral
"['board', 'movement', '25', 'minnow', 'experience', 'keep', 'getting', 'worse', 'worse']",negative
"['employee', 'gate', '15min', 'boarding', 'like', 'expect', 'ur', 'customer', 'competent', 'company', 'like', 'ur', 'rival']",negative
"['wonder', 'cabin', 'filthy', 'badservice']",negative
"['asked', 'steward', 'take', 'disinfectant', 'wipe', 'trash', 'said', 'hand', 'badservice']",negative
"['need', 'united', 'better', 'airline']",negative
"['flight', 'cancelled', 'lighted', 'due', 'mechanical', 'issue', 'ask', 'cab', 'fare', 'say', 'weather', 'can', 'not', 'help']",negative
"['booked', 'yet', 'asking', 'book']",neutral
"['hi', 'look', 'like', 'connection', 'delayed', 'make', 'thanks']",positive
"['lucky', 'disinfectant', 'wife', 'job', 'welcome', 'badservice']",negative
"['really', 'clean', 'food', 'coffee', 'stain', 'area', 'around', 'seat', 'new', 'passenger', 'come', 'aboard', 'gross']",negative
"['count', 'happier', 'w', 'many', 'plastic', 'wing', 'pin', 'given', 'flight', '494', 'love', 'amazing', 'staff', 'nice']",positive
"['since', 'ua', '1226', 'order', 'delayed', 'pushing', 'meal', 'time', 'mean', 'catered', 'meal', 'first']",neutral
"['help', 'invest', 'plane', 'people', 'less', 'stock', 'buyback', 'executive', 'pay', 'maybe', 'would', 'disappoint']",negative
"['roc', 'flight', 'cancelled', 'lighted', 'love', 'snowy', 'drive', 'home', 'useful', 'substitute']",negative
"['correct', 'correct', 'sorry', 'lost']",neutral
"['crazy', 'long', 'form', 'need', 'something', 'video']",negative
"['hope', 'see', 'issue', 'return', 'flight', 'tomorrow']",negative
"['flight', 'cancelled', 'lighted', 'ridiculous']",negative
"['flying', 'ua', 'g', 'a3']",neutral
"['page', 'head', 'best', 'call', '1800', 'hold', '26', 'min']",negative
"['developer', 'flying', 'tmr', 'more', 'w45', 'min', 'layer', 'earlier', 'flight', '15hr', 'layer', 'move']",neutral
"['thanks', 'reply', 'get', 'better', 'seat', 'next', 'leg', 'munich', 'would', 'nice']",positive
"['appreciate', 'getting', 'put', 'hold', '20min', 'getting', 'hung', 'requesting', 'help', 'big', 'group', 'try', 'delta']",negative
"['home', 'calgary', 'get', 'u', 'without', 'added', 'expense', 'accommodation', 'meal']",neutral
"['thank', 'reply', 'frustration', 'spending', 'upgrade', 'put', 'wait', 'list']",negative
"['staff', 'could', 'try', 'throwing', 'luggage', 'around']",negative
"['4', 'u', 'stranded', 'flying', 'new', 'orleans', 'houston', 'tonight', 'stuck', 'two', 'day', 'rather', 'fly', 'wait']",negative
"['hello', 'flying', 'first', 'class', 'behind', '20', 'people', 'zone', '1', 'pls', 'pas', 'app', 'dept', 'board', '1st', 'class', 'first']",negative
"['thank', 'taking', 'care', 'mom', 'flight', 'booking', 'problem', 'flight', 'phl']",positive
"['can', 'not', 'get', 'anyone', 'deal', 'person', 'cowardly', 'customer', 'service', 'can', 'not', 'looked', 'eye', 'anyone']",negative
"['note', 'called', 'lost', 'seating', 'preference', 'paid', 'still', 'sit', 'well', 'see', 'happens', 'w', 'flight', 'late', 'flight']",negative
"['stuck', 'dc', 'trying', 'get', 'denver', 'engine', 'shut', 'twice', 'u', 'terminal', 'got', 'available', 'flight']",negative
"['ill', 'check', 'appreciate', 'response', 'regardless']",positive
"['note', 'case', 'id', 'either', 'time']",neutral
"['yes', '1427', 'cancelled', 'lighted', 'moved', '333', 'figure', 'car', 'rental', 'change']",negative
"['troubling', 'news', 'time', 'raise', 'bar', 'bedroom']",negative
"['1632', 'phenomenal', 'frm', 'gate', 'sea', 'gate', 'id']",positive
"['thanks', 'hopefully', 'easily', 'resolved']",positive
"['a3', 'gold', 'international', 'baggage', 'limit', 'apply', 'booked', '1', 'ticketeven', 'domestic', 'leg', 'travel', '2', 'friend']",neutral
"['terrible', 'travel', 'experience', 'traveled', '8000', 'mile', 'roundtrip', 'two', 'cancelled', 'flightlations', 'short', 'hop', 'cost', 'two', 'day']",negative
"['charging', 'people', 'see', 'breaking', 'flight', 'map']",negative
"['flight', 'co', 'delayed', 'amp', 'scheduled', 'arrive', 'connection', 'departs', 'option']",negative
"['company', 'value', 'customer', 'amp', 'reading', 'tweet', 'one', 'feel', 'way', 'lostmybusiness']",negative
"['insulted', 'disrespect', 'met', 'incompetence', 'every', 'turn', 'voucher', 'domestic', 'round', 'trip']",negative
"['day', 'id', 'avg', 'id', 'cancelled', 'lighted', 'united', 'airline', 'operating', 'friend', 'stuck', 'miss', 'intl', 'flight', 'help']",negative
"['already', 'dm', 'concern', 'pls', 'check']",neutral
"['well', 'want', 'customer', 'frustrated', 'compensate', 'appropriately', 'screw', 'royalty', 'fakesincerity']",negative
"['aware', 'fly', 'lot', 'happy', 'face', 'smiley', 'sad', 'change', 'shoe', 'boot', 'ha', 'happyflight']",neutral
['thanks'],positive
"['employee', 'angriest', 'angstiest', 'group', 'people', 'anywhere', 'except', 'sasha', 'checking', 'iah']",negative
"['doubtful', 'fly', 'united', 'traveling', 'lot', 'sale', 'manager', 'covering', 'north', 'america']",negative
"['finally', 'gave', 'let', 'threatened', 'send', 'back', 'vega', 'coach', 'thx']",positive
"['worst', 'customer', 'nonservice', 'sure']",negative
"['worst', 'airline', 'ever']",negative
"['flight', 'number', 'different', 'flight', 'heading', 'pls']",neutral
"['flight', 'taking', 'id', 'afternoon']",neutral
"['get', 'bangkok', '17', 'day', 'spend', 'husband', 'mid', 'deployment', 'leave', 'like', 'get', 'asap']",neutral
"['let', 'employee', 'know', 'good', 'service', 'kind', 'attitude', 'towards', 'customer', 'vital', 'kind', 'business', 'thanks']",negative
['husband'],neutral
"['need', 'assistance', 'line', 'door', 'travelling', '3', 'kid']",negative
"['friend', 'ohare', 'can', 'not', 'get', 'flight', 'bc', 'say', 'proof', 'bought', '1st', 'class', 'tt', 'boarding', 'pas']",negative
"['gave', 'smile', 'today', 'zero', 'award', 'computer', 'sense', 'humour', 'happy', 'face', 'smiley']",positive
"['right', 'topic', 'air', 'san', 'pedro', 'belize', 'line', 'door', 'due', 'elected', 'amp', 'appointed', 'hack']",negative
"['take', 'compliment', 'mistaken', 'several', 'time', 'member', 'staff', 'flight', 'time', 'remove', 'scarf', 'happy', 'face', 'smiley']",neutral
"['new', 'mileage', 'policy', 'awful', 'might', 'paid', 'slightly', 'united', 'mile', 'difference']",negative
"['anyone', 'assure', 'aircraft', 'coming', 'denver', 'left', 'previous', 'destination', 'flight', '3618']",negative
"['yes', 'refund', 'ticket', 'give', 'email', 'address', 'let', 'know', 'happened']",negative
"['would', 'like', '2', 'speak', 'vp', 'custexp', 'jimmy', 'samartzis', 'sent', 'surveyemail', 'awful', 'flight', 'exp']",negative
"['delayed', 'san', 'pedro', 'belize', 'scheduled', 'fly', '3pm', 'belize', 'city', 'houston', 'wait', 'please']",negative
"['hello', 'united', 'take', 'care', 'call', 'center', 'mexico', 'city', 'office', 'terrible', 'attitude', 'lady', 'helping']",negative
"['great', 'guessing', 'late', 'flight', 'open', 'service', 'horrible', 'overhanging', 'care', 'everyone', 'miserable']",negative
"['glad', '1k', 'mean', 'something', 'lol']",neutral
"['unbelievable', 'disappointed', 'delay', 'delay', 'stop', 'messing', 'life']",negative
"['really', 'great', 'amp', 'flattering', 'story', 'proud', 'happy', 'face', 'smiley', 'via']",negative
"['able', 'get', 'seat', 'earlier', 'flight', 'san', 'francisco', 'airport', 'ind', 'add', '6pm', 'ord', 'ind']",neutral
"['snowy', 'road', 'bi', 'called', 'mileageplus', 'amp', 'told', 'flight', 'cancelled', 'lighted', '1', '12', 'hour', 'ago', 'rcid', 'notification', 'pls', 'help']",negative
"['interviewed', 'yesterday', 'flight', 'attendant', 'last', 'person', 'recruiter', 'said', 'lost', 'file', 'n', 'came', 'back', 'interview']",negative
"['remember', 'business', 'pleasant', 'experience', 'mean', 'tell', 'friend', 'bad', 'experience', 'mean', 'tell', 'everyone', 'see']",negative
"['let', 'assure', 'travel', 'time', '4h2m', '5h2m', 'timezone', 'accuratetraveltimes', '3rdtimethishashappened']",negative
"['bus', 'lose', 'biggest', 'bag', 'flight']",negative
"['airline', 'cableinternet']",negative
"['customer', 'check', 'mark', 'button', 'customer', 'service', 'cross', 'mark']",negative
"['great', 'decision', 'making', 'skill', 'flight', 'ops', 'iah', 'bag', 'make', '10', 'minute', 'connection', 'dont', 'flight', 'pushed', 'early', 'disappointed']",negative
"['meanwhile', 'sucked', 'flight', 'festivity', 'already', 'full', 'swing', 'united', 'airway', 'club', 'overlooking', '17th', 'hole']",negative
"['process', 'purchasing', 'ticket', 'price', 'changed', 'unbelievable', 'riff', 'pricediscrimination']",negative
"['although', 'stranded', 'chicago', 'ohare', 'another', '8', 'hour', 'chance', 'crackerjack', 'service', 'team', 'could', 'provide', 'meal']",negative
"['flight', 'cancelled', 'lighted', 'brown', 'sad', 'angry', 'posting', 'trip', 'refused', 'without', 'difficulty', 'staff', 'extremely', 'helpful', 'complaint', 'way', 'handle', 'bad', 'weather']",positive
"['14', 'hour', 'landing', 'atl', 'amp', 'still', 'bagswhich', 'mean', 'clothes', 'makeup', 'unitedairlines', 'nothappy']",negative
